canttell,Result Number,Article Title,Abstract,DOI...4,DOI...5,Author Full Names,Source Title,Author Keywords,Keywords Plus,Affiliations,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Start Page,End Page,Article Number,...26
FALSE,112,Hybrid Hydrological Data-Driven Approach for Daily Streamflow Forecasting,"Hydrological forecasting is key for water resources allocation and flood risk management. Although a number of advanced hydrological forecasting methods have been developed in the past, daily (or subdaily) forecasting remains a major challenge in engineering hydrology. The uncertainties associated with input data, model parameters, and model structure necessitate developing more robust modeling techniques. In this study, a hybrid machine-learning approach based on hydrological and data-driven modeling is developed for daily streamflow forecasting. The proposed hybrid hydrological data-driven model (HHDD) approach succeeds in improving daily prediction compared to that predicted by the standard conceptual hydrological model (HYMOD). In addition, the developed HHDD model is more robust in terms of providing direct uncertainty analysis results. The results indicate that a better resemblance of streamflow pattern is achieved by integrating physically based and data-driven approaches into the developed HHDD model.",https://doi.org/10.1061/(ASCE)HE.1943-5584.0001866,10.1061/(ASCE)HE.1943-5584.0001866,"Ghaith, Maysara; Siam, Ahmad; Li, Zhong; El-Dakhakhni, Wael",JOURNAL OF HYDROLOGIC ENGINEERING,Daily streamflow forecasting; Data-driven modeling; Hybrid modeling; Hydrological modeling; HYMOD; Uncertainty analysis,PARAMETER UNCERTAINTY; MODEL FORMULATION; CHAOHE BASIN; WAVELET; SWAT; ANN; OPTIMIZATION; SENSITIVITY; CALIBRATION; ALGORITHMS,NA,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",1084-0699,1943-5584,NA,J HYDROL ENG,J. Hydrol. Eng.,1-Feb,2020,25,2,NA,NA,4019063,NA
FALSE,115,Assessing the impacts of future climate change on the hydroclimatology of the Gediz Basin in Turkey by using dynamically downscaled CMIP5 projections,"The Gediz Basin is a Mediterranean watershed along the Aegean coast of Turkey, in which the most important economic activity is agriculture. Over the last few decades, this basin has been experiencing water-related problems such as water scarcity and competing use of water. This study assesses the impact of future climate change on the availability of water resources in the Gediz Basin during the 21st century by investigating the inflows into the major reservoir in the basin, Demirkopru Reservoir, which is the major source of irrigation water to the basin. The analysis in this study involves setting up a coupled hydro-climate model over the Gediz Basin by coupling the Weather Research and Forecasting (WRF) model to the physically-based Watershed Environmental Hydrology (WEHY) model. First, the WRF model is used to reconstruct the historical climatic variables over the basin by dynamically downscaling the ERA-Interim reanalysis dataset The calibrated and validated WRF model is then used to dynamically downscale eight different future climate projections over the Gediz Basin to a much finer resolution (6 km), which is more appropriate for the hydrologic modeling of the basin. These climate projections are from four Coupled Model Intercomparison Project Phase 5 (CMIP5) Global Climate Models (GCMs), namely, CCSM4, GFDL-ESM2M, HadGEM2-ES, and MIROC5, under two IPCC (The Intergovernmental Panel on Climate Change) representative concentration pathway scenarios (RCP4.5 and RCP8.5). The outputs from the WRF model are then input into the WEHY model, which is calibrated and validated over the basin, to simulate the hydrological processes within the basin and to obtain the projected future inflows into the Demirkopru Reservoir. Results of the future analysis over the 21st century (2017-2100) are then compared to the historical values (1985-2012) to investigate the impacts of future climate change on the hydroclimatology of the Gediz Basin. (C) 2018 Elsevier B.V. All rights reserved.",https://doi.org/10.1016/j.scitotenv.2018.08.167,10.1016/j.scitotenv.2018.08.167,"Gorguner, Merve; Kavvas, M. Levent; Ishida, Kei",SCIENCE OF THE TOTAL ENVIRONMENT,GCM; Mediterranean; Regional climate model; Water resources; WEHY model; WRF model,ATMOSPHERIC-HYDROLOGIC PROCESSES; CIRCULATION MODEL OUTPUT; MULTIMODEL ENSEMBLE; WATER-RESOURCES; CUMULUS PARAMETERIZATION; RIVER DISCHARGE; WEHY-HCM; LAND-USE; SCENARIOS; TEMPERATURE,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0048-9697,1879-1026,NA,SCI TOTAL ENVIRON,Sci. Total Environ.,15-Jan,2019,648,NA,481,499,NA,NA
FALSE,123,Medium-term storage volume prediction for optimum reservoir management: A hybrid data-driven approach,"A hybrid regressive and probabilistic model was developed that is able to forecast, six weeks ahead, the storage volume of Little Nerang dam. This is a small elevated Australian drinking water reservoir, gravity fed to a nearby water treatment plant while a lower second main water supply source (Hinze dam) requires considerable pumping. The model applies a Monte Carlo approach combined with nonlinear threshold autoregressive models using the seasonal streamflow forecasts from the Bureau of Meteorology as input and it was validated over different historical conditions. Treatment operators can use the model for quantifying depletion rates and spill likelihood for the forthcoming six weeks, based on the seasonal climatic conditions and different intake scenarios. Greater utilization of the Little Nerang reservoir source means a reduced supply requirement from the Hinze dam source that needs considerable energy costs for pumping, leading to a lower cost water supply solution for the region. (C) 2017 Elsevier Ltd. All rights reserved.",https://doi.org/10.1016/j.jclepro.2017.04.003,10.1016/j.jclepro.2017.04.003,"Bertone, Edoardo; Halloran, Kelvin O.; Stewart, Rodney A.; de Oliveira, Guilherme F.",JOURNAL OF CLEANER PRODUCTION,Probabilistic forecasting; Drinking water treatment; Nonlinear regression; Water level prediction; Data-driven modelling,WATER-LEVEL FLUCTUATIONS; NEURAL-NETWORKS; CLIMATE-CHANGE; LAKE ERIE; RISK; QUALITY; SYSTEM; MODEL; TOOL; DAM,NA,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-6526,1879-1786,NA,J CLEAN PROD,J. Clean Prod.,15-Jun,2017,154,NA,353,365,NA,NA
FALSE,124,A novel hybrid model for water quality prediction based on synchrosqueezed wavelet transform technique and improved long short-term memory,"Predicting water quality accurately is of utmost importance in water resource management. This study focuses on the prediction of water quality parameters such as the dissolved oxygen (DO) in the watershed system. The traditional recurrent neural networks (RNNs) suffer from gradient disappearance or explosion and inability to solve the problem of long-time dependence, and their practical applications are limited. To overcome this drawback, an improved long short-term memory (LSTM) model was proposed to improve the model's performance. In addition, to overcome nonstationarity, randomness, and nonlinearity of the water quality parameters data, a hybrid model that recruits synchrosqueezed wavelet transform (SWT) to denoise the original data was adopted. A novel metaheuristic optimization algorithm, the improved sparrow search algorithm (ISSA) combining Cauchy mutation and opposition-based learning (OBL) was also implemented to compute the optimal parameter values for the LSTM model. The proposed hybrid model was evaluated using an original weekly water quality parameters series, from 1/2010-12/2016, measured at the Yongding River and Gangnan gauging stations in the Haihe River Basin, China. The standalone LSTM, ISSA-LSTM, SWT-LSTM, support vector regression (SVR), and back propagation neural network (BPNN) were adopted as comparative forecast models using the same dataset. The results demonstrate that the addressed model, combining the strong noise-resistant robustness of the SWT and the nonlinear mapping of the LSTM, has the best prediction performance among the peer models at two gauging stations. The proposed hybrid model can be used as an alternative framework for water quality prediction, which can provide decision-making basis for comprehensive water quality management and pollutant control in the basin.",https://doi.org/10.1016/j.jhydrol.2021.126879,10.1016/j.jhydrol.2021.126879,"Song, Chenguang; Yao, Leihua; Hua, Chengya; Ni, Qihang",JOURNAL OF HYDROLOGY,SWT; ISSA; Water quality prediction; Ensemble learning; Hybrid model,RIVER-BASINS,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0022-1694,1879-2707,NA,J HYDROL,J. Hydrol.,DEC,2021,603,NA,NA,NA,126879,NA
FALSE,126,Operational hydrometeorological forecast at EDF-DTG-recent progress and current situation in 2018,"To help managing the floods but also to optimize its hydroelectric production, EDF set up internal hydrometeorological centers in the 1970s to monitor flows and produce hydrometeorological forecasts. Since their creation, these centers have seen their activity evolve, integrating new challenges over the years, taking advantage of methodological advances made, implementing new organizations while developing new distribution supports and improving communication. The first step of the operational forecast chain is the analysis of observation data, either climatologic or hydrologic. Then, after a study of the meteorological context, allowing the forecasters to evaluate the uncertainties, they build a precipitation and air temperature scenario to feed the hydrological model. Through this rainfall-runoff model, a streamflow forecast is obtained, that can still be expertized before diffusion to the end-user. Probabilistic daily forecasts at 14 days, statistically calibrated, are automatically elaborated. Then, these are refined by deformation of distribution's synthetic variables. Very useful for various uses, these forecasts allow, a minima, an anticipated detection of a flood event risk of occurrence. In most cases, daily streamfiow forecast is sufficient for reservoir volume management, but in case of a rapid evolution, the hourly forecast can be helpful. Thus, the generalization of hourly flow forecast is a major stake for EDF. It results in: (i) the design of an hydrological model adapted to this time step, whose free parameters are then calibrated on more than 200 catchments; and (ii) an enriched communication to represent uncertainties on flood dynamic, volumes, gradients and maximal values of forecasted streamfiow. The hourly forecasts are then widely diffused to the end-users. At the same time, in 2008, a precise communication protocol, based on probabilities, has been conceived by EDF to warn in anticipation the dam managers of a potential threshold overrun. Thus, the expressions Fort Risque (greater risk) and Risque (risk) were used, communicated and explained, and are today an integral part of the diffused information. So, the hydrometeorological forecast is in permanent evolution at EDF. The next challenges are (i) the realization of expertized probabilistic hourly forecasts and (ii) the production of a more significant number of forecasts (currently 30,000 forecasts a year) answering the end-user expectations, mainly in flood period.",https://doi.org/10.1051/lhb/2019014,10.1051/lhb/2019014,"Moulin, Letitia; Abonnel, Alain; Puygrenier, Damien; Valery, Audrey; Garcon, Remy",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,real-time streamflow forecast; floods; flow monitoring; probabilistic forecasts; hourly forecast; communication of information,NA,NA,EDP SCIENCES S A,LES ULIS CEDEX A,"17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS CEDEX A, FRANCE",0018-6368,1958-5551,NA,HOUILLE BLANCHE,Houille Blanche-Rev. Int.,APR,2019,NA,2,44,54,NA,NA
FALSE,127,Projected impacts of climate change on stream salmonids with implications for resilience-based management,"The sustainability of freshwater fisheries is increasingly affected by climate warming, habitat alteration, invasive species and other drivers of global change. The State of Michigan, USA, contains ecologically, socioeconomically valuable coldwater stream salmonid fisheries that are highly susceptible to these ecological alterations. Thus, there is a need for future management approaches that promote resilient stream ecosystems that absorb change amidst disturbances. Fisheries professionals in Michigan are responding to this need by designing a comprehensive management plan for stream brook charr (Salvelinus fontinalis), brown trout (Salmo trutta) and rainbow trout (Oncorhynchus mykiss) populations. To assist in developing such a plan, we used stream-specific regression models to forecast thermal habitat suitability in streams throughout Michigan from 2006 to 2056 under different predicted climate change scenarios. As baseflow index (i.e., relative groundwater input) increased, stream thermal sensitivity (i.e., relative susceptibility to temperature change) decreased. Thus, the magnitude of temperature warming and frequency of thermal habitat degradation were lowest in streams with the highest baseflow indices. Thermal habitats were most suitable in rainbow trout streams as this species has a wider temperature range for growth (12.0-22.5 degrees C) compared to brook charr (11.0-20.5 degrees C) and brown trout (12.0-20.0 degrees C). Our study promotes resilience-based salmonid management by providing a methodology for stream temperature and thermal habitat suitability prediction. Fisheries professionals can use this approach to protect coldwater habitats and drivers of stream cooling and ultimately conserve resilient salmonid populations amidst global change.",https://doi.org/10.1111/eff.12267,10.1111/eff.12267,"Carlson, Andrew K.; Taylor, William W.; Schlee, Kelsey M.; Zorn, Troy G.; Infante, Dana M.",ECOLOGY OF FRESHWATER FISH,brook charr; brown trout; rainbow trout; Michigan; temperature; resilience,GROUNDWATER TEMPERATURE RESPONSE; LAURENTIAN GREAT-LAKES; WATER TEMPERATURE; SALVELINUS-FONTINALIS; BROOK CHARR; MICHIGAN; GROWTH; TROUT; RIVER; HABITAT,NA,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0906-6691,1600-0633,NA,ECOL FRESHW FISH,Ecol. Freshw. Fish,APR,2017,26,2,190,204,NA,NA
FALSE,128,State updating and calibration period selection to improve dynamic monthly streamflow forecasts for an environmental flow management application,"Monthly to seasonal streamflow forecasts provide useful information for a range of water resource management and planning applications. This work focuses on improving such forecasts by considering the following two aspects: (1) state updating to force the models to match observations from the start of the forecast period, and (2) selection of a shorter calibration period that is more representative of the forecast period, compared to a longer calibration period traditionally used. The analysis is undertaken in the context of using streamflow forecasts for environmental flow water management of an open channel drainage network in southern Australia. Forecasts of monthly streamflow are obtained using a conceptual rainfall-runoff model combined with a post-processor error model for uncertainty analysis. This model set-up is applied to two catchments, one with stronger evidence of non-stationarity than the other. A range of metrics are used to assess different aspects of predictive performance, including reliability, sharpness, bias and accuracy. The results indicate that, for most scenarios and metrics, state updating improves predictive performance for both observed rainfall and forecast rainfall sources. Using the shorter calibration period also improves predictive performance, particularly for the catchment with stronger evidence of non-stationarity. The results highlight that a traditional approach of using a long calibration period can degrade predictive performance when there is evidence of non-stationarity. The techniques presented can form the basis for operational monthly streamflow forecasting systems and provide support for environmental decision-making.",https://doi.org/10.5194/hess-22-871-2018,10.5194/hess-22-871-2018,"Gibbs, Matthew S.; McInerney, David; Humphrey, Greer; Thyer, Mark A.; Maier, Holger R.; Dandy, Graeme C.; Kavetski, Dmitri",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,RAINFALL-RUNOFF MODELS; DATA ASSIMILATION; UNCERTAINTY; IMPACT; SKILL; STATIONARITY; PERFORMANCE; PREDICTION; MOISTURE; RIVER,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,1-Feb,2018,22,1,871,887,NA,NA
FALSE,129,"Lake Water-Level fluctuations forecasting using Minimax Probability Machine Regression, Relevance Vector Machine, Gaussian Process Regression, and Extreme Learning Machine","Forecasting freshwater lake levels is vital information for water resource management, including water supply management, shoreline management, hydropower generation optimization, and flood management. This study presents a novel application of four advanced artificial intelligence models namely the Minimax Probability Machine Regression (MPMR), Relevance Vector Machine (RVM), Gaussian Process Regression (GPR) and Extreme Learning Machine (ELM) for forecasting lake level fluctuation in Lake Huron utilizing historical datasets. The MPMR is a probabilistic framework that employed Mercer Kernels to achieve nonlinear regression models. The GPR, which is a probabilistic technique used tractable Bayesian framework for generalization of multivariate distribution of input samples to vast dimensional space. The ELM is a capable algorithm-based model for the implementation of the single-layer feed-forward neural network. The RVM demonstrate depends on the specification of the Bayesian method on a linear model with proper preceding that results in demonstration of sparse. The recommended techniques were tested to evaluate the current lake water-level trend monthly from the historical datasets at four previous time steps. The Lake Huron levels from 1918 to 1993 was managed for the training phase, and the rest of data (from 1994 to 2013) was used for testing. Considering the monthly and annually previous time steps, six models were introduced and found that the best results are achieved for a model with (t-1, t-2, t-3, t-12) as input combinations. The results show that all models can forecast the lake levels precisely. The results of this research study exhibit that the MPMR model (R-2 = 0.984; MAE = 0.035; RMSE = 0.044; E-NS = 0.984; D-Refined = 0.995; E-LM = 0.874) found to be more precise in lake level forecasting. The MPMR can be utilized as a practical computational tool on current and future planning with sustainable management of water resource of Lake Michigan-Huron.",https://doi.org/10.1007/s11269-019-02346-0,10.1007/s11269-019-02346-0,"Bonakdari, Hossein; Ebtehaj, Isa; Samui, Pijush; Gharabaghi, Bahram",WATER RESOURCES MANAGEMENT,Gaussian Process Regression (GPR); Lake level; Minimax Probability Machine Regression (MPMR); Relevance Vector Machine (RVM),ABSOLUTE ERROR MAE; TIME-SERIES; PREDICTION; MODEL; URMIA; NETWORKS; CAPACITY; TRENDS; ANFIS; RMSE,NA,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0920-4741,1573-1650,NA,WATER RESOUR MANAG,Water Resour. Manag.,SEP,2019,33,11,3965,3984,NA,NA
FALSE,133,Water Temperature Ensemble Forecasts: Implementation Using the CEQUEAU Model on Two Contrasted River Systems,"In some hydrological systems, mitigation strategies are applied based on short-range water temperature forecasts to reduce stress caused to aquatic organisms. While various uncertainty sources are known to affect thermal modeling, their impact on water temperature forecasts remain poorly understood. The objective of this paper is to characterize uncertainty induced to water temperature forecasts by meteorological inputs in two hydrological contexts. Daily ensemble water temperature forecasts were produced using the CEQUEAU model for the Nechako (regulated) and Southwest Miramichi (natural) Rivers for 1-5-day horizons. The results demonstrate that a larger uncertainty is propagated to the thermal forecast in the unregulated river (0.92-3.14 degrees C) than on the regulated river (0.73-2.29 degrees C). Better performances were observed on the Nechako with a mean continuous ranked probability score (MCRPS) <0.85 degrees C for all horizons compared to the Southwest Miramichi (MCRPS approximate to 1 degrees C). While informing the end-user on future thermal conditions, the ensemble forecasts provide an assessment of the associated uncertainty and offer an additional tool to river managers for decision-making.",https://doi.org/10.3390/w9070457,10.3390/w9070457,"Ouellet-Proulx, Sebastien; St-Hilaire, Andre; Boucher, Marie-Amelie",WATER,water temperature; modeling; uncertainty; ensemble forecasts; river management; regulated river,FISHERIES MANAGEMENT; STREAM; PREDICTION; PRECIPITATION; VERIFICATION; UNCERTAINTY; REGIMES; CANADA,NA,MDPI AG,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",2073-4441,NA,NA,WATER-SUI,Water,JUL,2017,9,7,NA,NA,457,NA
FALSE,136,Variance analysis of forecasted streamflow maxima in a wet temperate climate,"Coupling global climate models, hydrologic models and extreme value analysis provides a method to forecast streamflow maxima, however the elusive variance structure of the results hinders confidence in application. Directly correcting the bias of forecasts using the relative change between forecast and control simulations has been shown to marginalize hydrologic uncertainty, reduce model bias, and remove systematic variance when predicting mean monthly and mean annual streamflow, prompting our investigation for maxima streamflow. We assess the variance structure of streamflow maxima using realizations of emission scenario, global climate model type and project phase, downscaling methods, bias correction, extreme value methods, and hydrologic model inputs and parameterization. Results show that the relative change of streamflow maxima was not dependent on systematic variance from the annual maxima versus peak over threshold method applied, albeit we stress that researchers strictly adhere to rules from extreme value theory when applying the peak over threshold method. Regardless of which method is applied, extreme value model fitting does add variance to the projection, and the variance is an increasing function of the return period. Unlike the relative change of mean streamflow, results show that the variance of the maxima's relative change was dependent on all climate model factors tested as well as hydrologic model inputs and calibration. Ensemble projections forecast an increase of streamflow maxima for 2050 with pronounced forecast standard error, including an increase of +30 (+/- 21), +38(+/- 34) and +51(+/- 85)% for 2, 20 and 100 year streamflow events for the wet temperate region studied. The variance of maxima projections was dominated by climate model factors and extreme value analyses. (C) 2018 Elsevier B.V. All rights reserved.",https://doi.org/10.1016/j.jhydrol.2018.03.038,10.1016/j.jhydrol.2018.03.038,"Al Aamery, Nabil; Fox, James F.; Snyder, Mark; Chandramouli, Chandra V.",JOURNAL OF HYDROLOGY,Extreme streamflow; Variance structure,EXTREME-VALUE ANALYSIS; CHANGE PROJECTIONS; CHANGE IMPACT; MODEL; SIMULATION; RIVER; UNCERTAINTY; VARIABILITY; HYDROLOGY; QUALITY,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0022-1694,1879-2707,NA,J HYDROL,J. Hydrol.,MAY,2018,560,NA,364,381,NA,NA
FALSE,137,Calibration and quantifying uncertainty of daily water quality forecasts for large lakes with a Bayesian joint probability modelling approach,"Correcting the systematic bias and quantifying uncertainty associated with the operational water quality forecasts are imperative works for risk-based environmental decision making. This work proposes a post-processing method for addressing both bias correction and total uncertainty quantification for daily forecasts of water quality parameters derived from dynamical lake models. The post-processing is implemented based on a Bayesian Joint Probability (BJP) modeling approach. The BJP model uses a log-sinh transformation to normalize the raw forecasts and corresponding observations, and uses a bivariate Gaussian distribution to characterize the dependence relationship. The posterior distribution of the transformation parameters is inferenced through Metropolis Monte Carlo Markov chain sampling; it generates unbiased probabilistic forecasts that account for uncertainties from all sources. The BJP is used to post-processing raw daily forecasts of dissolved oxygen (DO), ammonium nitrogen (NH), total phosphorus (TP) and total nitrogen (TN) concentrations of Lake Chaohu, the fifth largest lake in China with lead times from 0 to 5 days. Results suggest that an average 93.1% forecast bias has been removed by BJP. The root mean square error in probability skill scores range from 5.8% for NH to 68.2% for TP, and the nonparametric bootstrapping test suggests that 67.7% forecasts are significantly improved averaged across all sampling sites, water quality parameters and lead times. The probabilities of the calibrated forecasts are reasonably consistent with the observed relative frequencies, and have appropriate spread and thus correctly quantify forecast uncertainty. The BJP post-processing method used in this study can be a useful operational tool that help to better realize the potential of water quality forecasts derived from dynamical models. (C) 2020 Elsevier Ltd. All rights reserved.",https://doi.org/10.1016/j.watres.2020.116162,10.1016/j.watres.2020.116162,"Peng, Zhaoliang; Hu, Yuemin; Liu, Gang; Hu, Weiping; Zhang, Hui; Gao, Rui",WATER RESEARCH,Water quality forecasts; Bias correction; Uncertainty quantification; Lake Chaohu; Bayesian joint probability modeling approach,PRECIPITATION FORECASTS; SEASONAL PRECIPITATION; RAINFALL FORECASTS; ECOLOGICAL MODEL; ENSEMBLE; TAIHU; EUTROPHICATION; QUANTIFICATION; FREQUENCY; FRAMEWORK,NA,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0043-1354,NA,NA,WATER RES,Water Res.,15-Oct,2020,185,NA,NA,NA,116162,NA
FALSE,145,Forecast of winter low flows in a cold-region river under the impact of climate warming,"Changes in winter low flow (WLF) in cold-region rivers affect engineering design, water quality, and river ecosystem health. This paper aims to quantify to what extent WLF will change under climate warming and to propose a practical forecasting model for WLF predictions. The new concept of cumulative watershed temperature (CWT) is used as a convenient lumped surrogate for complicated hydrological processes that influence WLF. Statistical analyses of century-long flow data from the Fraser River in British Columbia, Canada show a strong dependence of WLF on CWT. In winter season, time series of CWT and WLF are shown to each divide into a falling and a rising limb at the data point of their lowest values, being -358 degrees C and 827 m3/s (historical averages), respectively. The falling and rising limbs describe the cumulative freezing and thawing effects of air temperatures fluctuating around the freezing point on WLF changes. The correlation between CWT and WLF (time series) data points on the rising limbs forms the forecasting model, expressing WLF as a function of CWT in terms of their z-scores. The model takes input of Global Circulation Model (GCM) projections of temperature increases by the end of 21st century under different Representative Concentration Pathways (RCPs), and predicts changes of Fraser River WLF from the historical average. RCP4.5 causes a 22.6% increase (ensemble average from six GCMs). RCP8.5 increases WLF by 20% (for some future years) to 44% (for others). The methods reported in this paper can be adapted to other cold regions.",https://doi.org/10.1016/j.coldregions.2021.103448,10.1016/j.coldregions.2021.103448,"Kochukrishnan, Aneesh; Li, S. Samuel; Ramamurthy, Amruthur S.",COLD REGIONS SCIENCE AND TECHNOLOGY,Cold region river; Winter low flow; Cumulative watershed temperature; Climate change; Fraser River; Low flow prediction,BRITISH-COLUMBIA; CANADA; FLOODS,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0165-232X,1872-7441,NA,COLD REG SCI TECHNOL,Cold Reg. Sci. Tech.,FEB,2022,194,NA,NA,NA,103448,NA
FALSE,149,Projected increases and shifts in rain-on-snow flood risk over western North America,"Destructive and costly flooding can occur when warm storm systems deposit substantial rain on extensive snowcover(1-6), as observed in February 2017 with the Oroville Dam crisis in California(7). However, decision-makers lack guidance on how such rain-on-snow (ROS) flood risk may respond to climate change. Here, daily ROS events with flood-generating potential(8) are simulated over western North America for a historical (2000-2013) and future (forced under Representative Concentration Pathway 8.5(9)) period with the Weather Research and Forecasting model; 4 km resolution allows the basin-scale ROS flood risk to be assessed. In the warmer climate, we show that ROS becomes less frequent at lower elevations due to snowpack declines, particularly in warmer areas (for example, the Pacific maritime region). By contrast, at higher elevations where seasonal snowcover persists, ROS becomes more frequent due to a shift from snowfall to rain. Accordingly, the water available for runoff(10) increases for 55% of western North American river basins, with corresponding increases in flood risk of 20-200%, the greatest changes of which are projected for the Sierra Nevada, the Colorado River headwaters and the Canadian Rocky Mountains. Thus, flood control and water resource planning must consider ROS to fully quantify changes in flood risk with anthropogenic warming.",https://doi.org/10.1038/s41558-018-0236-4,10.1038/s41558-018-0236-4,"Musselman, Keith N.; Lehner, Flavio; Ikeda, Kyoko; Clark, Martyn P.; Prein, Andreas F.; Liu, Changhai; Barlage, Mike; Rasmussen, Roy",NATURE CLIMATE CHANGE,NA,CLIMATE; EVENTS; WATER; PRECIPITATION; RUNOFF; SIMULATION; IMPACTS; BALANCE; ENERGY,NA,NATURE PORTFOLIO,BERLIN,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",1758-678X,1758-6798,NA,NAT CLIM CHANGE,Nat. Clim. Chang.,SEP,2018,8,9,808,+,NA,NA
FALSE,153,Variational Bayesian Neural Network for Ensemble Flood Forecasting,"Disastrous floods are destructive and likely to cause widespread economic losses. An understanding of flood forecasting and its potential forecast uncertainty is essential for water resource managers. Reliable forecasting may provide future streamflow information to assist in an assessment of the benefits of reservoirs and the risk of flood disasters. However, deterministic forecasting models are not able to provide forecast uncertainty information. To quantify the forecast uncertainty, a variational Bayesian neural network (VBNN) model for ensemble flood forecasting is proposed in this study. In VBNN, the posterior distribution is approximated by the variational distribution, which can avoid the heavy computational costs in the traditional Bayesian neural network. To transform the model parameters' uncertainty into the model output uncertainty, a Monte Carlo sample is applied to give ensemble forecast results. The proposed method is verified by a flood forecasting case study on the upper Yangtze River. A point forecasting model neural network and two probabilistic forecasting models, including hidden Markov Model and Gaussian process regression, are also applied to compare with the proposed model. The experimental results show that the VBNN performs better than other comparable models in terms of both accuracy and reliability. Finally, the result of uncertainty estimation shows that the VBNN can effectively handle heteroscedastic flood streamflow data.",https://doi.org/10.3390/w12102740,10.3390/w12102740,"Zhan, Xiaoyan; Qin, Hui; Liu, Yongqi; Yao, Liqiang; Xie, Wei; Liu, Guanjun; Zhou, Jianzhong",WATER,Bayesian neural networks; flood forecast; variational inference; forecast uncertainty,OPTIMIZATION; INTERVAL; RUNOFF; MODELS,NA,MDPI,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,2073-4441,NA,WATER-SUI,Water,OCT,2020,12,10,NA,NA,2740,NA
FALSE,156,Technical note: Combining quantile forecasts and predictive distributions of streamflows,"The enhanced availability of many different hydro-meteorological modelling and forecasting systems raises the issue of how to optimally combine this great deal of information. Especially the usage of deterministic and probabilistic forecasts with sometimes widely divergent predicted future streamflow values makes it even more complicated for decision makers to sift out the relevant information. In this study multiple streamflow forecast information will be aggregated based on several different predictive distributions, and quantile forecasts. For this combination the Bayesian model averaging (BMA) approach, the nonhomogeneous Gaussian regression (NGR), also known as the ensemble model output statistic (EMOS) techniques, and a novel method called Beta-transformed linear pooling (BLP) will be applied. By the help of the quantile score (QS) and the continuous ranked probability score (CRPS), the combination results for the Sihl River in Switzerland with about 5 years of forecast data will be compared and the differences between the raw and optimally combined forecasts will be highlighted. The results demonstrate the importance of applying proper forecast combination methods for decision makers in the field of flood and water resource management.",https://doi.org/10.5194/hess-21-5493-2017,10.5194/hess-21-5493-2017,"Bogner, Konrad; Liechti, Katharina; Zappa, Massimiliano",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,PROBABILISTIC FORECASTS; REGRESSION; UNCERTAINTY; SYSTEM; CALIBRATION; ACCURACY; MODELS,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,8-Nov,2017,21,11,5493,5502,NA,NA
